TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionWeekday,TransactionDay,TransactionMonth,PreviousTransactionDate
431.31,Credit,Atlanta,D000363,M021,Online,23,Student,99,1,342.73,16,0,1,5,2024-11-04 08:09:29
885.33,Credit,Raleigh,D000413,M025,ATM,47,Engineer,59,1,7764.16,18,1,22,8,2024-11-04 08:10:03
199.23,Debit,Tucson,D000183,M052,ATM,29,Engineer,54,1,9834.0,16,0,4,9,2024-11-04 08:07:46
42.26,Debit,Raleigh,D000214,M080,ATM,44,Doctor,171,1,268.77,16,3,26,10,2024-11-04 08:09:35
166.06,Debit,Indianapolis,D000195,M020,ATM,30,Engineer,172,1,5397.68,16,4,14,7,2024-11-04 08:07:04
357.72,Debit,Miami,D000334,M082,ATM,53,Retired,25,1,7659.5,17,0,7,8,2024-11-04 08:11:19
588.37,Debit,Dallas,D000482,M100,Online,28,Student,284,1,1926.08,17,3,5,1,2024-11-04 08:07:39
72.82,Debit,Houston,D000453,M063,Online,68,Doctor,127,1,6911.62,16,4,10,11,2024-11-04 08:06:49
162.36,Debit,Tucson,D000315,M069,Online,36,Engineer,147,1,7527.04,16,2,22,11,2024-11-04 08:09:02
584.82,Credit,Nashville,D000594,M057,Online,43,Doctor,109,1,12071.1,16,1,17,10,2024-11-04 08:09:47
38.15,Credit,Oklahoma City,D000682,M065,Online,72,Retired,129,1,1425.47,16,4,6,10,2024-11-04 08:12:23
477.54,Credit,San Francisco,D000386,M063,ATM,23,Student,52,1,1598.63,17,0,21,8,2024-11-04 08:06:48
639.57,Debit,Philadelphia,D000166,M013,Branch,60,Doctor,43,1,11726.47,16,0,18,12,2024-11-04 08:12:02
58.23,Debit,Phoenix,D000504,M068,Online,28,Student,34,1,9189.76,17,2,26,7,2024-11-04 08:09:59
776.21,Credit,Raleigh,D000656,M036,Online,78,Retired,99,1,4895.87,17,2,22,2,2024-11-04 08:06:38
248.76,Debit,Portland,D000390,M070,Branch,21,Student,117,1,6178.77,18,0,20,3,2024-11-04 08:09:07
188.61,Debit,Boston,D000451,M083,Online,67,Retired,26,1,7167.57,17,0,1,1,2024-11-04 08:06:23
675.37,Credit,Jacksonville,D000508,M001,Online,56,Retired,31,1,4704.91,16,4,29,12,2024-11-04 08:11:11
94.82,Credit,Columbus,D000123,M011,Branch,67,Retired,56,1,1267.72,16,1,21,3,2024-11-04 08:12:17
425.18,Credit,Fresno,D000270,M057,Online,59,Engineer,135,1,5790.55,16,0,20,2,2024-11-04 08:11:26
50.28,Debit,Oklahoma City,D000544,M057,Branch,60,Engineer,65,1,5729.1,16,3,2,2,2024-11-04 08:06:46
864.72,Credit,Detroit,D000622,M018,Branch,34,Engineer,58,1,7379.38,16,4,25,8,2024-11-04 08:11:10
70.68,Debit,El Paso,D000138,M016,Online,25,Student,105,1,1478.41,17,2,22,11,2024-11-04 08:10:55
261.77,Debit,Chicago,D000026,M004,Online,28,Student,46,1,824.71,18,3,12,1,2024-11-04 08:11:48
183.22,Debit,Milwaukee,D000290,M099,ATM,27,Student,63,1,1024.42,18,3,5,10,2024-11-04 08:07:27
58.32,Credit,Louisville,D000135,M011,Branch,29,Engineer,275,4,6027.49,16,0,31,7,2024-11-04 08:06:58
156.86,Debit,Charlotte,D000168,M099,ATM,51,Doctor,102,1,14453.35,16,0,30,1,2024-11-04 08:10:27
120.67,Debit,Colorado Springs,D000119,M040,ATM,42,Doctor,233,1,5374.54,18,0,25,12,2024-11-04 08:12:08
308.62,Credit,Sacramento,D000482,M047,Branch,59,Engineer,101,1,9148.08,18,4,6,10,2024-11-04 08:06:47
506.81,Debit,Milwaukee,D000650,M091,ATM,59,Engineer,41,1,2757.23,16,2,20,12,2024-11-04 08:08:00
328.39,Debit,New York,D000396,M013,ATM,41,Engineer,108,1,2523.83,16,3,9,11,2024-11-04 08:11:57
796.3,Debit,Austin,D000225,M062,Branch,67,Retired,64,1,1498.79,16,2,22,3,2024-11-04 08:08:32
72.47,Debit,Boston,D000066,M083,Online,29,Doctor,72,1,1305.56,18,1,17,10,2024-11-04 08:11:10
279.6,Debit,Fort Worth,D000452,M097,ATM,25,Student,131,1,1910.9,16,2,31,5,2024-11-04 08:06:53
304.2,Debit,Indianapolis,D000652,M083,Online,25,Student,102,1,423.64,16,3,8,6,2024-11-04 08:10:19
351.38,Debit,New York,D000254,M026,Branch,64,Retired,21,1,7606.63,18,0,26,6,2024-11-04 08:06:32
86.07,Debit,Dallas,D000355,M078,Branch,31,Doctor,23,1,842.56,18,0,20,11,2024-11-04 08:12:19
604.5,Debit,Portland,D000501,M073,ATM,28,Student,80,1,709.42,18,1,8,8,2024-11-04 08:06:32
258.7,Debit,Charlotte,D000285,M035,ATM,27,Student,123,1,1358.37,17,2,22,2,2024-11-04 08:06:36
994.63,Debit,Austin,D000345,M030,Online,61,Doctor,158,1,13538.14,16,2,21,6,2024-11-04 08:09:25
11.46,Credit,Austin,D000232,M027,Branch,75,Retired,64,1,7258.33,17,1,31,1,2024-11-04 08:08:10
63.76,Debit,San Antonio,D000211,M002,ATM,69,Retired,100,1,4980.26,17,1,27,6,2024-11-04 08:10:22
446.83,Credit,Miami,D000378,M051,Branch,55,Retired,143,1,1623.5,18,0,26,6,2024-11-04 08:09:33
63.54,Debit,Dallas,D000195,M045,ATM,26,Engineer,136,1,4401.78,18,0,22,5,2024-11-04 08:07:31
81.11,Debit,Charlotte,D000402,M044,Online,48,Engineer,110,1,2051.37,18,0,16,10,2024-11-04 08:07:46
441.26,Credit,Tucson,D000490,M074,Branch,58,Doctor,87,5,13704.92,16,0,27,2,2024-11-04 08:11:41
170.96,Debit,Washington,D000644,M083,Branch,64,Doctor,69,1,13374.89,16,3,28,12,2024-11-04 08:06:53
48.51,Debit,Austin,D000443,M009,Branch,22,Student,69,1,3363.23,17,0,9,1,2024-11-04 08:10:53
325.03,Debit,Jacksonville,D000289,M098,Branch,60,Doctor,106,1,13521.76,17,2,11,1,2024-11-04 08:10:08
125.83,Debit,Los Angeles,D000608,M001,ATM,57,Retired,138,1,6109.86,17,0,29,5,2024-11-04 08:11:30
506.83,Debit,Indianapolis,D000410,M064,Branch,37,Engineer,45,1,9975.79,17,0,24,4,2024-11-04 08:07:31
738.94,Debit,Philadelphia,D000165,M085,Branch,41,Doctor,173,1,13856.18,18,0,9,10,2024-11-04 08:08:51
180.36,Credit,Oklahoma City,D000451,M021,Online,33,Engineer,55,1,9905.23,16,1,30,5,2024-11-04 08:06:40
225.1,Debit,Boston,D000047,M082,ATM,28,Student,35,1,1547.71,17,0,11,12,2024-11-04 08:07:08
359.51,Debit,Charlotte,D000144,M010,Online,79,Retired,157,1,7153.72,18,3,30,11,2024-11-04 08:12:11
720.46,Debit,Tucson,D000280,M068,Branch,54,Retired,44,1,3101.54,16,3,7,12,2024-11-04 08:08:35
1116.57,Debit,Tucson,D000204,M005,ATM,56,Retired,104,1,1393.14,16,3,23,2,2024-11-04 08:07:14
291.46,Debit,Miami,D000665,M046,ATM,57,Retired,135,1,7142.53,16,2,8,2,2024-11-04 08:10:03
1192.95,Debit,Las Vegas,D000227,M068,Branch,23,Student,73,1,325.15,18,0,4,12,2024-11-04 08:08:01
98.24,Debit,Mesa,D000005,M031,Online,28,Student,148,1,580.66,17,0,10,4,2024-11-04 08:08:58
100.48,Credit,Milwaukee,D000139,M100,Branch,18,Student,104,1,6149.81,16,4,17,2,2024-11-04 08:12:12
45.9,Debit,Columbus,D000565,M002,Branch,56,Engineer,264,1,5698.25,18,1,4,7,2024-11-04 08:07:45
258.21,Debit,San Antonio,D000530,M014,Online,39,Doctor,225,1,9562.41,17,0,27,11,2024-11-04 08:10:11
1079.11,Debit,Las Vegas,D000203,M042,Online,53,Engineer,211,1,2038.31,16,4,5,5,2024-11-04 08:07:41
287.51,Debit,El Paso,D000698,M016,Online,22,Student,255,1,187.65,16,0,22,5,2024-11-04 08:08:19
501.3,Credit,San Antonio,D000428,M020,Online,26,Engineer,146,1,8520.08,18,0,22,5,2024-11-04 08:08:07
26.1,Debit,Mesa,D000353,M001,ATM,27,Student,32,1,1435.72,16,4,17,2,2024-11-04 08:07:09
436.77,Debit,Jacksonville,D000281,M075,ATM,20,Student,176,1,825.69,16,3,28,9,2024-11-04 08:09:11
292.38,Debit,Baltimore,D000687,M001,ATM,68,Doctor,224,1,5803.89,16,0,15,5,2024-11-04 08:09:42
1026.46,Debit,Philadelphia,D000292,M009,Branch,53,Retired,165,1,3134.47,16,2,21,6,2024-11-04 08:07:24
25.29,Debit,Miami,D000111,M005,Online,50,Engineer,125,1,5374.69,18,3,27,7,2024-11-04 08:06:44
123.35,Credit,Baltimore,D000170,M070,Online,31,Doctor,10,1,6852.16,17,4,11,8,2024-11-04 08:09:58
139.52,Debit,Portland,D000504,M025,Branch,23,Student,31,1,1570.22,18,4,22,9,2024-11-04 08:08:00
51.2,Debit,Tucson,D000105,M066,Online,18,Student,83,1,730.6,18,0,13,3,2024-11-04 08:06:44
122.85,Credit,Seattle,D000392,M069,Online,47,Doctor,127,3,13185.39,17,2,29,11,2024-11-04 08:07:00
161.38,Credit,Colorado Springs,D000690,M019,Online,24,Student,101,1,3900.34,16,3,9,11,2024-11-04 08:10:55
2.51,Debit,Baltimore,D000539,M099,Online,63,Retired,32,1,4891.56,16,0,17,4,2024-11-04 08:11:22
22.62,Debit,Virginia Beach,D000032,M075,ATM,64,Doctor,102,1,7682.0,16,2,10,5,2024-11-04 08:11:17
126.83,Debit,Austin,D000593,M007,Branch,57,Retired,39,1,6100.98,16,0,20,2,2024-11-04 08:10:31
46.6,Debit,Detroit,D000029,M060,Online,55,Doctor,68,1,1562.9,17,2,30,8,2024-11-04 08:06:23
243.8,Debit,San Francisco,D000550,M016,Branch,57,Doctor,48,1,13732.81,16,1,3,1,2024-11-04 08:10:09
231.51,Credit,Oklahoma City,D000380,M008,Branch,60,Retired,96,1,5790.7,17,0,28,8,2024-11-04 08:12:09
175.05,Debit,San Francisco,D000299,M068,Online,39,Engineer,34,1,1447.35,17,0,2,1,2024-11-04 08:08:09
762.74,Debit,Los Angeles,D000196,M053,ATM,64,Doctor,244,1,207.1,17,1,2,5,2024-11-04 08:06:39
34.03,Debit,Los Angeles,D000133,M016,Branch,57,Engineer,38,1,3077.2,17,0,22,5,2024-11-04 08:09:59
15.95,Debit,Raleigh,D000669,M048,Branch,25,Student,52,1,1983.0,17,1,14,3,2024-11-04 08:11:39
926.53,Debit,Milwaukee,D000294,M064,ATM,57,Engineer,107,1,3120.1,17,4,24,11,2024-11-04 08:06:24
101.51,Credit,Tucson,D000055,M042,Online,46,Engineer,199,1,3052.47,16,3,23,3,2024-11-04 08:11:54
309.42,Debit,Fresno,D000395,M089,Branch,27,Engineer,42,1,8564.46,16,2,18,10,2024-11-04 08:10:21
257.6,Credit,Fort Worth,D000576,M004,Online,59,Retired,293,1,7950.74,16,0,18,12,2024-11-04 08:09:57
746.78,Credit,Mesa,D000243,M001,Branch,21,Student,64,1,1699.81,16,0,27,11,2024-11-04 08:07:44
82.01,Credit,Sacramento,D000447,M097,Branch,23,Student,156,1,287.46,17,0,25,12,2024-11-04 08:07:14
476.99,Debit,San Diego,D000594,M022,Online,23,Student,187,1,1154.48,16,1,10,1,2024-11-04 08:10:10
320.11,Debit,El Paso,D000614,M025,Branch,23,Student,130,1,4076.48,16,3,31,8,2024-11-04 08:07:38
333.39,Debit,Philadelphia,D000244,M015,ATM,68,Doctor,35,1,10628.59,16,0,11,9,2024-11-04 08:08:37
10.3,Debit,Fresno,D000494,M022,ATM,47,Engineer,197,1,7801.32,16,3,7,12,2024-11-04 08:10:12
737.46,Credit,Albuquerque,D000443,M037,Branch,53,Doctor,75,4,634.16,16,1,3,1,2024-11-04 08:07:37
416.55,Debit,Oklahoma City,D000430,M038,Online,33,Engineer,73,1,922.96,17,4,5,5,2024-11-04 08:07:20
84.91,Debit,Raleigh,D000667,M034,Online,18,Student,68,1,1671.86,18,0,16,10,2024-11-04 08:06:59
98.95,Debit,Mesa,D000432,M084,Branch,75,Retired,73,1,5670.82,17,4,29,12,2024-11-04 08:07:52
18.14,Credit,Milwaukee,D000579,M097,ATM,58,Retired,48,1,6020.85,18,4,17,2,2024-11-04 08:11:08
1154.79,Debit,Columbus,D000585,M006,ATM,51,Doctor,108,1,6180.3,17,2,2,8,2024-11-04 08:11:47
215.13,Debit,Charlotte,D000606,M016,Online,46,Engineer,114,1,3956.69,16,3,5,1,2024-11-04 08:08:16
218.57,Credit,Memphis,D000095,M004,Branch,62,Doctor,102,1,13869.86,16,0,16,10,2024-11-04 08:08:19
341.88,Debit,Austin,D000321,M053,ATM,43,Engineer,89,1,4159.52,16,2,14,6,2024-11-04 08:11:00
691.92,Debit,Boston,D000187,M010,Online,19,Student,61,1,1084.65,16,0,10,7,2024-11-04 08:12:13
50.43,Debit,San Jose,D000043,M057,Branch,32,Doctor,51,1,9794.26,16,0,10,7,2024-11-04 08:09:10
440.43,Debit,Colorado Springs,D000614,M015,Branch,78,Retired,23,1,5123.24,17,3,21,9,2024-11-04 08:07:52
299.03,Debit,Columbus,D000383,M018,Branch,39,Engineer,52,1,1381.28,17,3,19,1,2024-11-04 08:10:02
1.98,Debit,Seattle,D000690,M074,ATM,66,Doctor,170,1,11619.1,17,0,25,12,2024-11-04 08:10:47
173.45,Debit,Philadelphia,D000053,M066,ATM,31,Engineer,161,1,9077.62,16,0,25,12,2024-11-04 08:07:11
438.76,Debit,San Antonio,D000074,M072,Branch,22,Student,73,1,1824.19,16,0,13,2,2024-11-04 08:11:13
519.62,Credit,Washington,D000046,M026,Online,71,Retired,40,1,4159.33,17,3,23,11,2024-11-04 08:06:37
738.68,Debit,Chicago,D000369,M096,Online,50,Doctor,124,1,14352.33,16,1,7,3,2024-11-04 08:11:40
151.14,Debit,Memphis,D000142,M004,Online,64,Retired,38,1,2156.54,16,3,1,6,2024-11-04 08:11:40
75.77,Debit,Charlotte,D000172,M090,Branch,51,Engineer,148,1,8361.7,17,0,7,8,2024-11-04 08:09:47
444.52,Debit,Louisville,D000540,M026,Online,27,Engineer,17,1,5424.6,16,1,4,4,2024-11-04 08:06:58
5.29,Debit,Indianapolis,D000479,M062,Online,52,Doctor,276,1,11263.89,18,2,8,3,2024-11-04 08:09:14
97.63,Credit,Milwaukee,D000236,M023,Online,48,Doctor,127,1,12467.31,16,0,15,5,2024-11-04 08:11:10
256.95,Debit,San Diego,D000672,M047,Branch,26,Engineer,71,1,2531.24,16,3,4,5,2024-11-04 08:08:10
734.86,Credit,Boston,D000198,M075,Branch,48,Engineer,290,1,6242.03,16,4,8,12,2024-11-04 08:08:49
1250.94,Debit,Columbus,D000282,M054,ATM,36,Doctor,107,2,11565.97,17,1,28,2,2024-11-04 08:08:33
84.28,Debit,Memphis,D000413,M087,Branch,39,Doctor,142,1,13586.06,17,0,12,6,2024-11-04 08:07:40
927.45,Debit,Austin,D000210,M027,ATM,24,Student,95,1,1161.84,18,0,7,8,2024-11-04 08:07:13
202.49,Credit,Virginia Beach,D000171,M050,ATM,48,Engineer,69,1,7447.1,16,3,28,12,2024-11-04 08:08:28
154.99,Debit,Mesa,D000582,M025,Branch,25,Student,53,1,1419.31,17,0,28,8,2024-11-04 08:08:06
481.53,Debit,Atlanta,D000142,M087,Branch,58,Retired,277,1,6142.54,17,1,12,9,2024-11-04 08:11:54
172.92,Debit,Miami,D000519,M052,Online,20,Student,212,1,416.37,16,0,28,8,2024-11-04 08:08:14
275.59,Credit,Philadelphia,D000243,M063,Branch,53,Retired,238,1,6313.22,16,1,10,10,2024-11-04 08:10:12
207.2,Debit,Columbus,D000604,M028,Online,60,Engineer,133,1,8092.94,16,0,1,1,2024-11-04 08:06:23
136.82,Debit,Chicago,D000541,M091,Branch,31,Engineer,14,1,6229.13,18,4,25,8,2024-11-04 08:08:03
624.0,Debit,Houston,D000207,M097,Branch,26,Engineer,132,5,4976.18,17,3,16,2,2024-11-04 08:11:42
179.38,Debit,Chicago,D000499,M074,Online,30,Engineer,28,1,8741.51,18,3,10,8,2024-11-04 08:08:34
10.15,Debit,Austin,D000531,M004,ATM,59,Doctor,58,5,7155.04,16,3,23,2,2024-11-04 08:11:00
26.3,Debit,Virginia Beach,D000210,M029,ATM,32,Doctor,33,1,7473.73,16,1,12,12,2024-11-04 08:09:28
319.5,Credit,Virginia Beach,D000513,M081,Branch,29,Engineer,69,1,2366.3,16,4,9,6,2024-11-04 08:10:45
182.42,Debit,Kansas City,D000515,M080,Branch,51,Retired,137,1,3051.29,16,2,22,3,2024-11-04 08:10:41
716.62,Debit,Atlanta,D000310,M084,ATM,44,Doctor,241,1,6987.4,16,0,10,4,2024-11-04 08:10:05
222.96,Credit,Fresno,D000328,M073,ATM,65,Doctor,150,1,7370.41,17,3,23,3,2024-11-04 08:12:21
79.77,Debit,San Francisco,D000390,M066,ATM,68,Retired,167,1,5010.31,16,0,23,1,2024-11-04 08:08:44
431.08,Debit,Albuquerque,D000339,M013,Branch,59,Retired,25,1,6760.22,18,0,17,7,2024-11-04 08:06:52
592.24,Debit,Tucson,D000201,M034,ATM,52,Doctor,140,1,9817.05,16,0,16,10,2024-11-04 08:07:20
200.19,Credit,San Antonio,D000398,M030,Branch,52,Retired,108,1,4389.96,18,1,18,7,2024-11-04 08:12:17
297.5,Credit,Kansas City,D000320,M071,Branch,73,Retired,80,1,6768.14,17,0,27,3,2024-11-04 08:07:49
345.86,Debit,Omaha,D000448,M069,ATM,51,Retired,145,1,1504.64,16,0,20,11,2024-11-04 08:09:26
343.88,Debit,Nashville,D000608,M068,Online,63,Retired,97,1,6486.18,16,0,11,12,2024-11-04 08:12:01
16.52,Credit,Boston,D000269,M093,Online,25,Student,135,1,835.53,17,2,4,1,2024-11-04 08:07:28
162.1,Debit,Milwaukee,D000418,M078,Branch,41,Engineer,151,1,8576.65,17,2,6,12,2024-11-04 08:08:09
36.12,Debit,Houston,D000630,M085,Online,22,Student,234,1,1593.03,17,2,29,11,2024-11-04 08:08:11
354.91,Debit,Boston,D000174,M086,ATM,74,Retired,191,1,3872.55,16,0,18,12,2024-11-04 08:09:08
38.41,Debit,Denver,D000449,M068,ATM,40,Doctor,117,1,9129.68,16,1,11,4,2024-11-04 08:07:27
53.52,Debit,San Diego,D000584,M066,Branch,49,Engineer,55,1,2227.49,16,4,31,3,2024-11-04 08:08:36
498.59,Debit,Philadelphia,D000553,M060,Online,57,Retired,138,1,2619.46,18,0,23,10,2024-11-04 08:11:11
13.3,Debit,San Antonio,D000167,M009,ATM,23,Student,63,1,213.0,16,1,6,6,2024-11-04 08:09:17
189.65,Debit,Charlotte,D000346,M100,ATM,21,Student,60,1,8457.09,16,0,25,9,2024-11-04 08:11:01
255.32,Debit,Baltimore,D000652,M018,ATM,80,Retired,27,1,6290.62,16,2,13,9,2024-11-04 08:07:29
230.51,Credit,Memphis,D000599,M062,Branch,51,Engineer,56,1,9522.37,18,4,17,2,2024-11-04 08:10:49
237.74,Debit,Tucson,D000171,M022,ATM,61,Doctor,152,1,11795.12,18,0,12,6,2024-11-04 08:10:26
512.76,Debit,Fresno,D000678,M080,ATM,52,Doctor,26,1,5121.36,16,1,11,4,2024-11-04 08:07:06
151.37,Debit,Baltimore,D000017,M044,ATM,54,Engineer,53,1,8356.08,16,0,3,4,2024-11-04 08:08:41
85.01,Credit,Portland,D000185,M014,ATM,25,Student,157,1,1299.4,18,0,23,1,2024-11-04 08:08:58
444.47,Debit,San Jose,D000031,M005,Online,57,Retired,61,1,6062.94,16,0,16,1,2024-11-04 08:10:42
184.19,Debit,Indianapolis,D000396,M035,ATM,67,Retired,58,1,7588.67,16,0,24,4,2024-11-04 08:10:28
879.25,Credit,Memphis,D000073,M086,Online,24,Student,137,1,125.85,17,1,7,11,2024-11-04 08:08:02
55.98,Credit,Kansas City,D000551,M013,Branch,24,Student,87,1,7047.04,16,0,25,9,2024-11-04 08:12:04
54.91,Credit,Columbus,D000091,M010,ATM,41,Engineer,275,1,7927.27,16,0,13,2,2024-11-04 08:07:25
1047.69,Debit,Austin,D000008,M037,Online,20,Student,139,1,1889.78,16,0,16,10,2024-11-04 08:10:42
393.74,Debit,Charlotte,D000407,M099,Online,26,Student,90,1,1769.06,18,0,4,12,2024-11-04 08:06:52
58.94,Debit,Miami,D000686,M046,Online,30,Engineer,26,1,4575.98,16,0,16,1,2024-11-04 08:08:38
515.57,Debit,Columbus,D000196,M027,ATM,27,Engineer,56,1,9269.67,17,0,2,1,2024-11-04 08:06:54
332.15,Debit,Dallas,D000421,M030,ATM,59,Doctor,105,1,9749.46,17,0,16,10,2024-11-04 08:07:16
177.94,Debit,Milwaukee,D000698,M088,Online,19,Student,173,1,123.24,16,1,26,9,2024-11-04 08:11:29
68.68,Debit,Sacramento,D000362,M094,Online,49,Engineer,141,1,4718.51,16,0,18,9,2024-11-04 08:06:27
1431.54,Debit,Portland,D000490,M075,Online,20,Student,84,1,1171.98,16,0,11,12,2024-11-04 08:08:41
240.03,Debit,Atlanta,D000575,M079,Online,33,Engineer,31,1,7807.73,17,0,27,2,2024-11-04 08:09:41
168.34,Debit,Phoenix,D000638,M068,ATM,64,Retired,240,1,7483.01,18,1,27,6,2024-11-04 08:11:10
474.77,Debit,Boston,D000164,M038,Online,46,Engineer,284,1,8494.53,18,4,6,10,2024-11-04 08:06:24
451.7,Debit,Chicago,D000250,M017,Online,29,Engineer,103,1,8994.67,16,2,1,3,2024-11-04 08:10:51
243.85,Debit,Omaha,D000300,M082,Branch,39,Engineer,43,1,4576.78,16,2,20,12,2024-11-04 08:08:53
5.76,Debit,Houston,D000277,M070,Branch,38,Engineer,164,1,5859.79,17,0,28,8,2024-11-04 08:09:21
435.08,Debit,San Francisco,D000513,M038,Online,55,Engineer,78,1,2103.41,16,0,24,7,2024-11-04 08:11:15
127.78,Debit,Miami,D000586,M050,ATM,20,Student,170,1,1046.66,16,1,25,4,2024-11-04 08:10:26
23.14,Credit,Mesa,D000555,M064,Online,47,Doctor,93,1,10536.54,17,2,15,11,2024-11-04 08:09:21
545.87,Debit,Miami,D000676,M026,Branch,27,Engineer,41,1,4860.01,16,0,2,1,2024-11-04 08:09:44
21.21,Debit,Nashville,D000338,M063,Online,55,Engineer,37,1,9575.42,16,0,4,12,2024-11-04 08:07:18
423.53,Credit,Kansas City,D000239,M025,Branch,50,Doctor,81,1,5453.4,17,3,10,8,2024-11-04 08:07:23
142.1,Credit,San Francisco,D000244,M056,Online,18,Student,109,1,1545.64,17,3,8,6,2024-11-04 08:11:56
1413.24,Debit,New York,D000356,M016,ATM,58,Engineer,199,1,7272.01,18,0,6,11,2024-11-04 08:11:26
114.15,Debit,Atlanta,D000395,M001,ATM,19,Student,52,1,1612.4,16,1,21,2,2024-11-04 08:08:38
275.98,Credit,Washington,D000652,M053,Online,72,Retired,67,1,6151.05,16,4,15,12,2024-11-04 08:07:16
590.68,Debit,Washington,D000249,M037,Branch,27,Student,23,1,852.2,16,0,25,9,2024-11-04 08:09:15
152.42,Debit,San Jose,D000164,M057,ATM,42,Doctor,176,1,9141.79,16,0,23,10,2024-11-04 08:12:18
395.77,Credit,El Paso,D000281,M095,Branch,43,Doctor,118,1,6425.99,16,0,27,2,2024-11-04 08:08:17
615.16,Debit,Boston,D000092,M080,Online,26,Student,140,1,214.61,16,0,6,2,2024-11-04 08:06:37
207.82,Credit,Las Vegas,D000181,M078,Online,19,Student,30,1,229.02,16,1,28,2,2024-11-04 08:07:02
220.52,Debit,Seattle,D000512,M054,ATM,57,Retired,152,1,1793.09,16,2,7,6,2024-11-04 08:07:19
281.47,Debit,Philadelphia,D000469,M029,ATM,34,Engineer,142,1,4437.48,17,4,18,8,2024-11-04 08:11:13
57.91,Credit,Sacramento,D000391,M079,Branch,58,Engineer,97,1,3641.06,16,1,28,11,2024-11-04 08:07:03
30.48,Credit,Seattle,D000481,M073,Branch,32,Doctor,78,1,11481.85,16,0,4,12,2024-11-04 08:07:38
1152.58,Debit,Austin,D000159,M020,Branch,65,Retired,180,1,7567.17,17,2,13,9,2024-11-04 08:11:45
453.09,Debit,San Jose,D000149,M088,Branch,48,Doctor,97,1,6708.65,16,0,5,6,2024-11-04 08:08:12
424.47,Debit,Oklahoma City,D000419,M050,Online,22,Student,116,1,5491.55,16,0,27,2,2024-11-04 08:08:43
228.4,Debit,Omaha,D000315,M060,ATM,67,Doctor,116,1,9598.43,16,3,5,1,2024-11-04 08:09:36
67.17,Debit,Seattle,D000564,M034,Online,63,Doctor,48,1,14410.44,18,0,3,7,2024-11-04 08:08:55
284.89,Debit,Atlanta,D000039,M042,Online,53,Doctor,115,1,9738.6,17,0,18,12,2024-11-04 08:06:51
118.69,Debit,Omaha,D000217,M029,Online,33,Doctor,296,1,749.34,18,0,13,2,2024-11-04 08:10:00
221.33,Debit,Louisville,D000383,M015,ATM,27,Student,276,1,1185.43,18,2,18,10,2024-11-04 08:09:51
252.31,Credit,Seattle,D000419,M037,ATM,26,Student,172,1,1584.6,16,2,29,3,2024-11-04 08:12:07
58.85,Credit,Milwaukee,D000517,M041,Online,71,Retired,115,1,1789.8,17,0,15,5,2024-11-04 08:06:34
194.68,Debit,Memphis,D000481,M002,Online,32,Doctor,165,1,14494.18,16,0,24,4,2024-11-04 08:11:54
433.53,Debit,Philadelphia,D000573,M098,Branch,38,Doctor,231,1,6368.32,17,3,19,10,2024-11-04 08:09:08
178.26,Debit,Oklahoma City,D000302,M003,ATM,59,Retired,59,1,1137.13,16,0,16,10,2024-11-04 08:08:51
207.65,Debit,San Francisco,D000511,M066,Online,34,Engineer,98,1,5143.8,16,0,11,9,2024-11-04 08:09:29
237.0,Debit,Tucson,D000277,M076,Online,49,Doctor,115,1,14021.4,16,4,10,2,2024-11-04 08:08:13
1169.59,Debit,New York,D000484,M067,Online,28,Student,114,1,5946.45,17,0,25,12,2024-11-04 08:11:33
347.63,Credit,Chicago,D000561,M025,Online,25,Student,272,1,1400.04,16,2,13,12,2024-11-04 08:08:39
517.68,Debit,Omaha,D000076,M066,ATM,31,Doctor,24,1,11305.81,17,2,5,4,2024-11-04 08:08:06
36.25,Debit,Tucson,D000284,M059,Branch,52,Doctor,76,1,193.06,18,0,27,11,2024-11-04 08:10:09
46.53,Debit,San Francisco,D000287,M082,ATM,42,Engineer,34,1,4468.12,17,3,22,6,2024-11-04 08:07:22
207.47,Debit,Miami,D000643,M045,ATM,53,Doctor,12,1,1688.9,18,0,2,10,2024-11-04 08:07:01
199.7,Debit,Indianapolis,D000545,M084,ATM,43,Engineer,285,1,7574.45,18,0,3,4,2024-11-04 08:08:58
307.89,Credit,Nashville,D000260,M032,Online,62,Retired,90,1,2637.55,16,0,10,7,2024-11-04 08:11:34
403.63,Debit,Las Vegas,D000573,M042,Branch,31,Engineer,167,3,3304.02,16,3,8,6,2024-11-04 08:07:58
20.06,Debit,Memphis,D000184,M017,ATM,27,Student,144,1,445.21,16,2,19,4,2024-11-04 08:10:01
236.57,Debit,Sacramento,D000656,M023,ATM,79,Retired,112,1,3488.77,17,4,1,9,2024-11-04 08:06:31
0.32,Debit,Boston,D000129,M033,ATM,39,Engineer,136,1,7158.58,17,4,4,8,2024-11-04 08:09:57
14.28,Debit,Phoenix,D000429,M059,ATM,23,Student,81,1,1597.51,17,4,15,9,2024-11-04 08:07:23
232.35,Credit,Atlanta,D000438,M048,Branch,33,Engineer,153,1,4186.25,16,4,12,5,2024-11-04 08:08:22
317.53,Debit,Miami,D000034,M070,Online,44,Engineer,104,1,6237.68,18,4,24,2,2024-11-04 08:06:39
