Código,Status entomologico,Estado,Localidad,Altitud,Longitud,Latitud,A2. Cuantos dormitorios tiene la vivienda,A3 Número de personas que duermen en la vivienda,A4. Duermen 3 o mas personas en algun dormitorio,A1. Tiene luz electrica,A5 Escusado de uso exclusivo del hogar,A5 Escusado de uso común de varios hogares,A5 Letrina,A5 No tiene,A6 Red Pública de alcantarillado,A6 Pozo ciego,A6 Pozo séptico,A6 Medio ambiente,A7 Red pública,A7 Pozo,A7 Rio vertiente acequia o canal,A7 Carro Repartidor,A7 Otro,A7 Agua de lluvia,A8. Hierve o usa cloro en el agua antes de beberla,A9 Por qué trata el agua antes de beberla,B1 Losa de hormigón,B1 Asbestos o similares,B1 Zinc,B1 Teja,B1 Paja palma o similares,B1 Otros materiales,B2 Hormigón ladrillo o bloque,B2 Adobe o tapia,B2 Madera,B2 Caña guadua revestida con papel,B2 Caña guadua revestida o rellena de barro,B2 Caña guadua no revestida,B3 Entablado rústico,B3 Parquet,B3 Baldosa o vinyl,B3 Ladrillo o cemento,B3 Caña guadua,B3 Tierra,B3 Otros materiales,B4 Gas,B4 Electricidad,B4 Gasolina,B4 Kerex o diesel,B4 Leña o carbón,B4 Otro,B4 Ninguno,C1. Leña,C1 Lugares,"C2. Productos agricolas como maiz, etc.",C2 Lugares,D1. Ha fumigado Ud mismo su casa,D2. Ha fumigado SNEM su casa,D2 Hace cuánto tiempo (meses),E1. Gallinas o Palomas u otras aves,E1 Cuántas,E2. Tiene un gallinero,E2. Donde,E3. Perros,E3 Cuántos,E4. Duerme el perro dentro de la casa,E5. Cuyes,E5 Cuántos,E6. Tiene una cuyera,E6. Donde,E7. Chanchos o puercos,E7 Cuántos,E8. Ovejas o chivos,E8 Cuántos,E9. Tiene un corral,E9. Donde,E10. Gatos,F1. Ratones,F2. Ratas,"F3. Raposas, zorros, guanchacas o zarigueyas",G1. Leña,G1 Distancia de la casa (metros),G2. Madera para construccion,G1. Cuánta,G2 Distancia de la casa (metros),G2. Cuánta,G3. Rocas. bloques o ladrillos,G3 Distancia de la casa (metros),G3. Cuanta,G4. Basura de la vivienda,G4 Distancia de la casa (metros),G4. Cuánta,G5. Otros,G5 Distancia de la casa (metros),G5. Cuánta,H1. Hojas de Palma de coco,H1 Distancia de la casa (metros),H1. Cuánta,H2. Hojas de Palma de Cade o tagua,H2 Distancia de la casa (metros),H2. Cuánta,H3. Hojas de Palmera (Otro Tipo),H3 Qué tipo,H3. Cuánta,H4. Desperdicios de la cosecha,H4 Distancia de la casa (metros),H4. Cuánta,H5. Productos agricolas de la cosecha,H5 Distancia de la casa (metros),H5. Cuánta,I1. Piñuelas,I1 Distancia de la casa (metros),I1. Cuánta,I2. Arbustos,I2 Distancia de la casa (metros),I2. Cuánto,I3. Arboles frutales,I3 Distancia de la casa (metros),I3. Cuánto,I4. Maleza o monte,I4 Distancia de la casa (metros),I4. Cuánto,J1. Existen palmas a una distancia de 30m,J2. Palmas de coco,J2 Distancia de la casa (metros),J2 Cuántas,J3. Palmas de cade o tagua,J3 Distancia de la casa (metros),J3 Cuántas,J4. Palma Africana,J4 Distancia de la casa (metros),J4 Cuántas,J5. Otro tipo de de palmera o palma,J5 Cuál,J5 Distancia de la casa (metros),J5 Cuántas,E10 Cuántos,
SY104,Negativa,Examinada,Sanambay,1803,79.455290,4.599800,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,8,1,1,1,3,2,2,0,2,0,1,1,2,0,2,0,1,3,1,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,1,1,5,1,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
SY309,Negativa,Examinada,Sanambay,1804,79.453070,4.589530,1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,6,1,4,1,1,2,2,0,2,0,1,3,2,0,2,0,1,1,1,1,2,0,2,0,0,0,1,1,0,1,10,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
MY202,Negativa,Examinada,Machay,1805,79.453260,4.610040,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,se muera el microbio,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,5,1,3,1,1,2,2,0,2,0,2,0,1,2,1,4,2,3,3,2,1,2,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,1,5,1,1,5,1,1,5,1,1,5,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
SY308,Negativa,Examinada,Sanambay,1806,79.453050,4.589640,2,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,5,2,0,2,0,2,1,1,1,6,1,3,2,0,2,0,1,2,2,2,1,2,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,2,2,0,0,1,15,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
SY312,Negativa,Examinada,Sanambay,1807,79.452840,4.589740,2,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,2,Porque tiene vichos,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,3,1,3,2,0,2,2,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,0,0,1,1,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,12,1,1,10,1,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
SY303,Negativa,Examinada,Sanambay,1808,79.453760,4.588800,4,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,10,2,0,1,2,1,1,10,1,6,1,1,2,0,2,0,1,2,3,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,0,0,2,0,0,2,0,0,1,7,2,2,0,0,1,8,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
SY306,Negativa,Examinada,Sanambay,1808,79.453610,4.589820,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,5,1,5,1,1,2,2,0,2,0,1,1,2,0,2,0,2,2,2,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,15,1,2,0,0,1,15,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
MY201,Negativa,Examinada,Machay,1809,79.453630,4.640190,1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,porque hay microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,18,1,2,1,2,2,2,0,2,0,2,0,2,0,2,0,1,3,3,1,1,1,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,1,1,5,1,1,5,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,3,
SY305,Negativa,Examinada,Sanambay,1810,79.453650,4.589880,3,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,5,2,0,1,3,1,1,10,1,6,1,5,2,0,2,0,1,2,2,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,4,1,2,0,0,1,6,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,4,
SY302,Positiva,Examinada,Sanambay,1811,79.453070,4.589380,3,9,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,cuarto,2,2,0,1,20,2,0,1,1,2,2,0,2,0,1,3,2,0,2,0,1,2,3,2,1,1,2,0,0,0,1,5,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
SY314,Negativa,Examinada,Sanambay,1812,79.452550,4.589560,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,,2,2,0,1,10,1,4,2,0,2,2,0,2,0,1,5,2,0,2,0,2,1,4,1,2,0,2,0,0,0,2,0,0,1,5,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,1,2,0,0,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
SY304,Positiva,Examinada,Sanambay,1812,79.453560,4.589610,1,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,2,il muere,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,10,2,0,1,2,2,2,0,2,0,1,2,2,0,2,0,2,2,2,2,2,0,2,0,0,0,0,0,0,1,4,1,1,2,1,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,1,2,0,0,1,15,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
SY411,Negativa,Examinada,Sanambay,1813,79.451820,4.591060,2,7,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dormitorio,2,2,0,1,20,0,4,1,4,2,1,3,1,6,1,4,2,0,2,0,2,4,4,1,1,1,2,0,0,0,2,0,0,1,3,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,6,1,2,0,0,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CH501,Negativa,Examinada,Chingulle,1815,79.63513,4.34041,3,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dormitorio,2,2,0,1,40,1,4,1,1,2,1,3,1,6,2,0,2,0,2,0,1,4,4,4,1,0,2,0,0,0,2,0,0,1,10,1,1,0,1,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,1,2,0,0,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
SY307,Negativa,Examinada,Sanambay,1816,79.453240,4.589640,2,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,almi de la vivienda,1,en el dormitorio,2,2,0,1,10,1,4,2,0,2,2,0,2,0,1,3,2,0,2,0,2,1,3,2,1,2,2,0,0,0,1,1,0,1,4,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,4,0,2,0,0,1,3,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
SY412,Negativa,Examinada,Sanambay,1816,79.451000,4.591840,4,10,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,2,solamente cuando estamos con la gripe,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dormitorio,2,2,0,1,20,1,3,1,3,2,1,10,1,6,1,4,2,0,2,0,2,3,3,1,2,0,2,0,0,0,2,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,4,1,1,5,1,1,7,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TP105,Negativa,Examinada,Trigopamba,1816,79.540900,4.309420,2,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,No es tratada,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,,2,1,120,1,10,1,3,1,1,1,2,0,2,0,1,1,2,0,2,0,1,4,4,4,2,0,2,0,0,0,1,6,0,1,5,0,2,0,0,2,0,0,2,0,0,2,,0,1,10,0,1,0,0,2,0,0,1,3,0,1,10,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TP107,Negativa,Examinada,Trigopamba,1817,79.504730,4.311050,3,9,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,Nunca la trata,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,cuartos,2,2,0,1,20,1,4,1,3,2,2,0,2,0,1,2,1,10,1,0,2,4,4,1,1,0,2,0,0,0,2,0,0,1,20,0,1,10,0,2,0,0,2,0,0,2,,0,2,0,0,1,0,1,2,0,0,1,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TP201,Negativa,Examinada,Trigopamba,1818,79.502690,4.308890,2,13,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,Cuarto,1,2,0,1,30,1,4,1,2,2,2,0,2,0,1,6,2,0,2,0,2,2,3,2,1,10,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,20,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CH504,Negativa,Examinada,Chingulle,1822,79.63659,4.34067,1,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,20,1,4,1,3,2,1,9,1,6,1,1,1,2,2,0,1,3,3,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,5,1,2,0,0,1,5,1,2,0,0,1,10,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
MY203,Negativa,Examinada,Machay,1827,79.45081,4.61027,3,5,1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,1,para tener buena salud,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,,1,5,1,4,1,2,2,1,5,1,6,1,2,2,,2,,1,2,1,1,1,2,2,1,,1,1,3,1,1,10,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,5,1,1,4,1,1,2,1,2,2,,,2,,,2,,,2,,,,1,
TP204,Negativa,Examinada,Trigopamba,1829,79.497740,4.316210,2,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,2,1,4,1,1,2,2,0,2,0,2,0,2,0,2,0,1,1,1,1,1,2,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,3,0,1,2,0,1,7,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CH506,Negativa,Examinada,Chingulle,1834,79.63792,4.34013,2,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,15,1,4,1,2,2,1,5,1,6,1,1,2,0,2,0,1,1,1,1,2,0,2,0,0,0,2,0,0,1,5,2,2,0,0,2,0,0,2,0,0,2,,1,1,5,1,2,0,0,2,0,0,1,5,1,2,0,0,1,10,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,4,
MY106,Negativa,Examinada,Machay,1835,79.454290,4.611770,3,8,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,1,para que mera el microbio,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dentro,2,2,0,1,4,1,4,1,3,2,2,0,2,0,1,2,2,0,2,0,1,1,1,2,1,3,2,0,0,0,2,0,0,1,6,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CH508,Negativa,Examinada,Chingulle,1836,79.63820,4.34004,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,cocina,2,2,0,1,20,1,4,1,1,2,1,12,1,6,1,1,2,0,2,0,1,1,1,1,1,2,2,0,0,0,2,0,0,1,10,1,1,0,1,2,0,0,2,0,0,2,,0,2,0,0,1,2,1,2,0,0,1,5,2,2,0,0,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
SY119,Negativa,Examinada,Sanambay,1838,79.450200,4.607580,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,20,0,0,1,1,2,2,0,2,0,1,2,2,0,2,0,0,3,3,3,1,0,2,0,0,0,1,5,1,1,3,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,2,1,5,1,1,5,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TP203,Negativa,Examinada,Trigopamba,1838,79.501800,4.311950,1,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,"Cocina, cuarto",2,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,1,4,1,1,2,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,1,0,2,0,0,2,0,0,1,3,0,2,0,0,1,1,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
MY105,Negativa,Examinada,Machay,1840,79.455020,4.612090,2,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,2,porque ay machor chicrouio,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,,2,,1,1,5,1,2,0,0,1,2,2,2,0,2,0,1,1,2,0,2,0,1,4,1,1,1,3,2,0,0,0,2,0,0,1,5,0,2,0,0,2,0,0,2,0,0,2,,0,1,4,0,2,0,0,1,6,0,1,8,0,1,6,0,1,4,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
